evidence_id,source_layer,work_title,edition,volume_or_chapter,locator,person_refs,event_ref,primary_actor,subject_of_claim,coding_label,excerpt_zh,excerpt_type,translation_status,checksum_sha256_12,extraction_reviewer,review_status,confidence,ambiguity_note
HB-J10-P1,HISTORY_BASE,三國志,zh.wikisource.org crawl (edition_ref: TBD by D1),卷10 荀彧荀攸賈詡傳(荀彧),paragraph: 荀彧's character assessment of 袁紹's staff,PERSON-XUNYU;PERSON-YUANSHAO,BATTLE-GUANDU-001,荀彧,袁紹,rival_character_assessment,紹兵雖多而法不整。田豐剛而犯上，許攸貪而不治。審配專而無謀，逢紀果而自用，此二人留知後事，若攸家犯其法，必不能縱也，不縱，攸必爲變。顏良、文醜，一夫之勇耳，可一戰而禽也。,short_permitted_excerpt,original_zh_only_no_translation_provided,0e5f275bd321,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,This assessment correctly predicts 許攸's defection over a legal matter involving his family -- compare HB-J01-P4's different account of the same defection's cause.
HB-J10-P2,HISTORY_BASE,三國志,zh.wikisource.org crawl (edition_ref: TBD by D1),卷10 荀彧荀攸賈詡傳(荀彧),"paragraph confirming 審配 arrested 許攸's family, triggering his defection",PERSON-XUYOU,BATTLE-GUANDU-001,審配,許攸,strategic_defection,審配以許攸家不法，收其妻子，攸怒叛紹；顏良、文醜臨陣授首；田豐以諫見誅：皆如彧所策。,short_permitted_excerpt,original_zh_only_no_translation_provided,d58d21d6c4fc,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,"Same defection as HB-J01-P4, different proximate cause given (family's arrest, not stinginess) -- two HISTORY_BASE biographies disagree; no annotation flags this one, so not coded source_conflict_note."
HB-J14-P1,HISTORY_BASE,三國志,zh.wikisource.org crawl (edition_ref: TBD by D1),卷14 程昱郭嘉董昭劉曄蔣濟劉放傳(郭嘉),paragraph: 郭嘉's character assessment of 袁紹 (reason he left 袁紹's service),PERSON-GUOJIA;PERSON-YUANSHAO,BATTLE-GUANDU-001,郭嘉,袁紹,rival_character_assessment,袁公徒欲效周公之下士，而未知用人之機。多端寡要，好謀無決，欲與共濟天下大難，定霸王之業，難矣！,short_permitted_excerpt,original_zh_only_no_translation_provided,b8c173bcc350,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,"郭嘉 himself formerly served 袁紹 before leaving to join 曹操 -- this is his stated reason, predating the campaign itself."
HB-J17-P1,HISTORY_BASE,三國志,zh.wikisource.org crawl (edition_ref: TBD by D1),卷17 張樂于張徐傳(張郃),"paragraph: 張郃 correctly advises saving the Wuchao grain, is overruled",PERSON-ZHANGHE;PERSON-YUANSHAO,BATTLE-GUANDU-001,張郃,袁紹,decisive_leadership_under_dissent,郃説紹曰：「曹公兵精，往必破瓊等；瓊等破，則將軍事去矣，宜急引兵救之。」郭圖曰：「郃計非也。不如攻其本營，勢必還，此爲不救而自解也。」,short_permitted_excerpt,original_zh_only_no_translation_provided,8ab3a1c94d99,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,"袁紹 sides with 郭圖's counter-proposal over 張郃's, sending only light cavalry to Wuchao while committing the main force to attack 曹操's main camp instead -- the attack fails and Wuchao falls anyway."
HB-J17-P2,HISTORY_BASE,三國志,zh.wikisource.org crawl (edition_ref: TBD by D1),卷17 張樂于張徐傳(張郃),paragraph: 張郃 defects after 郭圖 falsely blames him,PERSON-ZHANGHE,BATTLE-GUANDU-001,郭圖,張郃,strategic_defection,圖慚，又更譖郃曰：「郃快軍敗，出言不遜。」郃懼，乃歸太祖。,short_permitted_excerpt,original_zh_only_no_translation_provided,d6437b283df7,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,"張郃's own biography gives fear of 郭圖's slander as the cause -- a different account from 武帝紀's framing (HB-J01-P5), explicitly flagged as a discrepancy by 裴松之 (HA-J17-P1)."
HA-J01-P1,HISTORY_ANNOTATION,三國志,zh.wikisource.org crawl (edition_ref: TBD by D1),卷01 武帝紀(曹操) annotation block,"paragraph inside 〈〉 bracket, 曹瞞傳 quoting 許攸's Wuchao proposal",PERSON-XUYOU;PERSON-CAOCAO,BATTLE-GUANDU-001,許攸,,subordinate_initiated_strategy,今袁氏輜重有萬餘乘，在故市、烏巢，屯軍無嚴備；今以輕兵襲之，不意而至，燔其積聚，不過三日，袁氏自敗也。,short_permitted_excerpt,original_zh_only_no_translation_provided,133a53f76aca,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,曹操 acts on this immediately per the surrounding narrative -- the single most consequential proposal of the whole campaign.
HA-J06-P1,HISTORY_ANNOTATION,三國志,zh.wikisource.org crawl (edition_ref: TBD by D1),卷06 董二袁劉傳(袁紹) annotation block,"paragraph inside 〈〉 bracket, 沮授's last words before being killed",PERSON-JUSHOU;PERSON-CAOCAO,BATTLE-GUANDU-001,沮授,,strategic_self_awareness,冀州失策，以取奔北。授智力俱困，宜其見禽耳。,short_permitted_excerpt,original_zh_only_no_translation_provided,1287573b9268,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,"沮授's own words to 曹操 after capture, acknowledging the side he served lost through its own strategic failure -- not blaming external factors."
HA-J06-P2,HISTORY_ANNOTATION,三國志,zh.wikisource.org crawl (edition_ref: TBD by D1),卷06 董二袁劉傳(袁紹) annotation block,"paragraph inside 〈〉 bracket, 曹操 predicting 袁紹's defeat from hearing 田豐 was sidelined",PERSON-CAOCAO;PERSON-YUANSHAO,BATTLE-GUANDU-001,曹操,袁紹,rival_character_assessment,太祖聞豐不從戎，喜曰：「紹必敗矣。」,short_permitted_excerpt,original_zh_only_no_translation_provided,17098238088c,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,medium,曹操 treats 袁紹's own treatment of a correct dissenting advisor as itself predictive of the campaign's outcome.
HA-J17-P1,HISTORY_ANNOTATION,三國志,zh.wikisource.org crawl (edition_ref: TBD by D1),卷17 張樂于張徐傳(張郃) annotation block,"paragraph inside 〈〉 bracket, 裴松之 flagging a discrepancy between two accounts of 張郃's defection",PERSON-ZHANGHE,BATTLE-GUANDU-001,裴松之(annotator),,source_conflict_note,臣松之案武紀及袁紹傳幷云袁紹使張郃、高覽攻太祖營，郃等聞淳于瓊破，遂來降，紹衆於是大潰。是則緣郃等降而後紹軍壞也。至如此傳，爲紹軍先潰，懼郭圖之譖，然後歸太祖，爲參錯不同矣。,short_permitted_excerpt,original_zh_only_no_translation_provided,b67cb71a18cf,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,裴松之 himself explicitly names the discrepancy between 武帝紀/袁紹傳's account (HB-J01-P5) and 張郃's own biography (HB-J17-P2) -- a textbook source_conflict_note case.
RM-C025-P1,ROMANCE,三國演義,zh.wikisource.org crawl (edition_ref: TBD by D1),第二十五回,paragraph on 關羽 killing 顏良,PERSON-GUANYU,BATTLE-GUANDU-001,關羽,,combat_skill_display,關公奮然上馬，倒提青龍刀，跑下山來，鳳目圓睜，蠶眉直豎，直衝彼陣，河北軍如波開浪裂。關公逕奔顏良。顏良正在麾蓋下，見關公衝來，方欲問時，關公赤兔馬快，早已跑到面前。顏良措手不及，被雲長手起一刀，刺於馬下。,short_permitted_excerpt,original_zh_only_no_translation_provided,79ace5f0dd4c,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,"Contrast with HB-J01-P2: ROMANCE gives 關羽 sole, personal credit with a full combat set-piece; HISTORY_BASE credits 張遼 and 關羽 jointly in one plain sentence."
RM-C026-P1,ROMANCE,三國演義,zh.wikisource.org crawl (edition_ref: TBD by D1),第二十六回,paragraph on 關羽 killing 文醜,PERSON-GUANYU,BATTLE-GUANDU-001,關羽,,combat_skill_display,文醜回馬復來，徐晃急輪大斧，截住廝殺。只見文醜後面軍馬齊到，晃料敵不過，撥馬而回。文醜沿河趕來...與文醜交馬，戰不三合，文醜心怯，撥馬遶河而走。關公馬快，趕上文醜，腦後一刀，將文醜斬下馬來。,short_permitted_excerpt,original_zh_only_no_translation_provided,5354487b6637,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,
RM-C026-P2,ROMANCE,三國演義,zh.wikisource.org crawl (edition_ref: TBD by D1),第二十六回,paragraph on 沮授 opposing crossing the river to pursue,PERSON-JUSHOU;PERSON-YUANSHAO,BATTLE-GUANDU-001,沮授,袁紹,decisive_leadership_under_dissent,沮授曰：「不可。今宜留屯延津，分兵官渡，乃爲上策。若輕舉渡河，設或有變，眾皆不能還矣。」紹怒曰：「皆是汝等遲緩軍心，遷延日月，有妨大事！豈不聞『兵貴神速』乎？」,short_permitted_excerpt,original_zh_only_no_translation_provided,dec460cc0178,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,"Near-identical in substance to the HISTORY_ANNOTATION account of this same warning (compatible divergence, not separately excerpted here) -- one of the few places ROMANCE closely tracks the historical source rather than embellishing it."
RM-C030-P1,ROMANCE,三國演義,zh.wikisource.org crawl (edition_ref: TBD by D1),第三十回,paragraph on 田豐 warning from prison before the march,PERSON-TIANFENG;PERSON-YUANSHAO,BATTLE-GUANDU-001,田豐,袁紹,decisive_leadership_under_dissent,田豐從獄中上書諫曰：「今且宜靜守以待天時，不可妄興大兵，恐有不利。」逢紀譖曰：「主公興仁義之師，田豐何得出此不祥之語？」,short_permitted_excerpt,original_zh_only_no_translation_provided,0d7e58cdadfa,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,
RM-C030-P2,ROMANCE,三國演義,zh.wikisource.org crawl (edition_ref: TBD by D1),第三十回,paragraph on 袁紹 imprisoning 沮授 alongside 田豐,PERSON-YUANSHAO;PERSON-JUSHOU,BATTLE-GUANDU-001,袁紹,沮授,punished_for_correct_dissent,紹怒曰：「田豐慢我軍心，吾回日必斬之。汝安敢又如此！」叱左右將沮授鎖禁軍中。「待我破曹之後，與田豐一體治罪！」,short_permitted_excerpt,original_zh_only_no_translation_provided,7523358cc833,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,"Contradictory divergence: HISTORY_BASE (HB-J06-P4) has 沮授 stripped of part of his command but not imprisoned before the battle -- he is only captured later, during the retreat. ROMANCE has him explicitly imprisoned alongside 田豐 before the battle even starts, a stronger claim than the historical record supports."
RM-C022-P1,ROMANCE,三國演義,zh.wikisource.org crawl (edition_ref: TBD by D1),第二十二回,paragraph: 荀彧's character assessment of 袁紹's staff (dialogue with 孔融),PERSON-XUNYU;PERSON-YUANSHAO,BATTLE-GUANDU-001,荀彧,袁紹,rival_character_assessment,紹兵多而不整。田豐剛而犯上，許攸貪而不智，審配專而無謀，逢紀果而無用。此數人者，勢不相容，必生內變。顏良、文醜，匹夫之勇，一戰可擒。其餘碌碌等輩，縱有百萬，何足道哉！,short_permitted_excerpt,original_zh_only_no_translation_provided,09a7d659cca5,"R1-equivalent (orchestrator single-coder pass, 2026-09-19)",extracted_not_double_coded,high,"Compatible divergence: near-identical in substance to HB-J10-P1, the same passage from 荀彧's own HISTORY_BASE biography -- ROMANCE stages it as spoken dialogue with 孔融 rather than a memorial to 曹操, but the assessment's content is essentially unchanged."
